transaction_item_id,trans_id,item_id,item_price,quantity
6130,trans1395,04ngpi01,3.0,1
6132,trans1395,05fry01,2.0,2
6133,trans1396,01hmsw03,7.23,1
6134,trans1396,02brln02,3.77,1
6135,trans1396,03mgla02,5.5,1
6136,trans1396,05fry01,2.0,1
6137,trans1396,05fry02,2.5,1
6138,trans1397,01avch02,5.0,1
6139,trans1397,03guan03,6.5,1
6140,trans1397,05fry03,3.0,1
6141,trans1397,05fry02,2.5,1
6142,trans1398,01cmch03,12.0,1
6143,trans1398,01hmgd02,4.5,1
6144,trans1398,02brln02,3.77,1
6145,trans1398,05fry01,2.0,1
6146,trans1399,01avch03,8.62,1
6147,trans1399,04wtpe01,3.0,1
6148,trans1399,05fry01,2.0,1
6149,trans1400,02brln02,3.77,1
6150,trans1400,02crep02,5.0,1
6151,trans1400,04ngpp01,3.0,1
6152,trans1400,05fry03,3.0,1
6153,trans1401,01cmch02,6.0,1
6154,trans1401,01hmgd02,4.5,1
6155,trans1401,02brln02,3.77,1
6156,trans1401,03ciri02,5.5,1
6157,trans1401,05fry03,3.0,1
6158,trans1401,05fry02,2.5,1
6159,trans1402,01chich02,10.0,1
6160,trans1402,02crep02,5.0,1
6161,trans1402,03ciri03,6.5,1
6163,trans1402,05fry02,2.5,2
6164,trans1403,01hmgd03,7.0,1
6165,trans1403,01chich02,10.0,1
6167,trans1403,02crep02,5.0,2
6168,trans1403,04gpip01,3.0,1
6169,trans1403,04ngpi02,3.25,1
6170,trans1404,02brln02,3.77,1
6171,trans1404,04ngpp01,3.0,1
6172,trans1404,05fry01,2.0,1
6173,trans1405,01hmgd03,7.0,1
6175,trans1405,02brln02,3.77,2
6176,trans1405,04ngpp03,3.5,1
6177,trans1405,05fry03,3.0,1
6178,trans1406,01hmgd02,4.5,1
6179,trans1406,04gpip03,3.5,1
6180,trans1406,05fry03,3.0,1
6181,trans1406,05fry02,2.5,1
6182,trans1407,01chich02,10.0,1
6184,trans1407,02crep02,5.0,2
6185,trans1407,04wtpe03,3.5,1
6186,trans1407,05fry03,3.0,1
6188,trans1408,02crep02,5.0,2
6189,trans1409,01hmsw02,4.6,1
6190,trans1409,02crep02,5.0,1
6191,trans1409,03srba03,6.0,1
6192,trans1409,03guan02,5.5,1
6193,trans1409,05fry03,3.0,1
6194,trans1410,01avch03,8.62,1
6195,trans1410,02crep02,5.0,1
6196,trans1410,03guan02,5.5,1
6197,trans1410,05fry02,2.5,1
6198,trans1411,01cmch02,6.0,1
6199,trans1411,01hmsw03,7.23,1
6200,trans1411,02crep02,5.0,1
6201,trans1411,03lucu01,4.0,1
6202,trans1411,05fry02,2.5,1
6203,trans1412,01hmgd02,4.5,1
6204,trans1412,01chich02,10.0,1
6205,trans1412,02crep02,5.0,1
6206,trans1412,04gpip03,3.5,1
6207,trans1412,05fry02,2.5,1
6208,trans1413,01cmch02,6.0,1
6209,trans1413,01avch02,5.0,1
6210,trans1413,02brln02,3.77,1
6211,trans1413,03ciri02,5.5,1
6212,trans1413,05fry03,3.0,1
6213,trans1414,01avch02,5.0,1
6214,trans1414,01chich02,10.0,1
6215,trans1414,02brln02,3.77,1
6216,trans1414,04wtpe03,3.5,1
6217,trans1414,03lucu02,5.5,1
6218,trans1414,05fry01,2.0,1
6219,trans1415,01hmgd02,4.5,1
6221,trans1415,02brln02,3.77,2
6222,trans1415,04ngpi02,3.25,1
6223,trans1416,01chich02,10.0,1
6225,trans1416,02brln02,3.77,2
6226,trans1416,03guan03,6.5,1
6227,trans1416,05fry03,3.0,1
6228,trans1417,01avch02,5.0,1
6229,trans1417,02brln02,3.77,1
6230,trans1417,03mgla01,4.0,1
6231,trans1417,05fry03,3.0,1
6232,trans1418,02brln02,3.77,1
6233,trans1418,05fry02,2.5,1
6234,trans1419,02crep02,5.0,1
6235,trans1419,03lucu03,6.5,1
6236,trans1419,04ngpp03,3.5,1
6237,trans1419,05fry02,2.5,1
6238,trans1420,01hmgd03,7.0,1
6239,trans1420,05fry02,2.5,1
6240,trans1421,01avch03,8.62,1
6241,trans1421,02brln02,3.77,1
6242,trans1421,03srba02,5.0,1
6243,trans1421,05fry02,2.5,1
6244,trans1422,01hmgd03,7.0,1
6245,trans1422,02brln02,3.77,1
6246,trans1422,03lucu03,6.5,1
6247,trans1422,05fry02,2.5,1
6248,trans1423,01hmsw02,4.6,1
6250,trans1423,02brln02,3.77,2
6251,trans1423,03ciri02,5.5,1
6252,trans1424,02brln02,3.77,1
6253,trans1424,03ciri03,6.5,1
6254,trans1424,05fry01,2.0,1
6255,trans1425,01hmsw02,4.6,1
6256,trans1425,02crep02,5.0,1
6257,trans1425,04ngpi01,3.0,1
6258,trans1425,05fry02,2.5,1
6259,trans1426,01hmgd02,4.5,1
6260,trans1426,04ngpp03,3.5,1
6261,trans1426,05fry02,2.5,1
6262,trans1427,01hmsw03,7.23,1
6263,trans1427,02brln02,3.77,1
6264,trans1427,04ngpi01,3.0,1
6265,trans1427,05fry01,2.0,1
6266,trans1428,01chich02,10.0,1
6267,trans1428,02crep02,5.0,1
6268,trans1428,03mgla01,4.0,1
6269,trans1428,05fry01,2.0,1
6270,trans1429,02brln02,3.77,1
6271,trans1429,04ngpp02,3.25,1
6272,trans1429,05fry02,2.5,1
6273,trans1430,01hmgd03,7.0,1
6274,trans1430,02brln02,3.77,1
6275,trans1430,05fry02,2.5,1
6276,trans1431,01avch03,8.62,1
6277,trans1431,01hmgd03,7.0,1
6278,trans1431,02brln02,3.77,1
6279,trans1431,03lucu03,6.5,1
6280,trans1432,01hmsw02,4.6,1
6281,trans1432,01cmch02,6.0,1
6282,trans1432,02crep02,5.0,1
6283,trans1432,04ngpp03,3.5,1
6284,trans1433,02crep02,5.0,1
6285,trans1433,03srba01,3.5,1
6286,trans1433,05fry01,2.0,1
6287,trans1434,01chich02,10.0,1
6288,trans1434,01hmgd03,7.0,1
6290,trans1434,02crep02,5.0,2
6291,trans1434,03guan02,5.5,1
6292,trans1434,05fry01,2.0,1
6293,trans1435,02crep02,5.0,1
6294,trans1435,03guan03,6.5,1
6295,trans1435,03ciri03,6.5,1
6296,trans1436,01cmch02,6.0,1
6297,trans1436,01cmch03,12.0,1
6298,trans1436,02brln02,3.77,1
6299,trans1436,03srba03,6.0,1
6300,trans1436,04ngpp03,3.5,1
6301,trans1436,05fry01,2.0,1
6302,trans1437,01chich02,10.0,1
6303,trans1437,02brln02,3.77,1
6304,trans1437,05fry02,2.5,1
6305,trans1438,01hmsw03,7.23,1
6306,trans1438,03mgla02,5.5,1
6307,trans1438,05fry01,2.0,1
6308,trans1439,01hmsw02,4.6,1
6310,trans1439,02crep02,5.0,2
6311,trans1439,04gpip01,3.0,1
6312,trans1440,01hmgd03,7.0,1
6313,trans1440,01cmch02,6.0,1
6314,trans1440,02brln02,3.77,1
6315,trans1440,03srba02,5.0,1
6316,trans1440,05fry03,3.0,1
6317,trans1441,01hmgd02,4.5,1
6318,trans1441,02brln02,3.77,1
6319,trans1441,05fry03,3.0,1
6320,trans1442,01cmch03,12.0,1
6321,trans1442,01hmsw03,7.23,1
6322,trans1442,04wtpe03,3.5,1
6323,trans1442,03srba01,3.5,1
6324,trans1443,01chich02,10.0,1
6325,trans1443,02brln02,3.77,1
6326,trans1443,03mgla01,4.0,1
6327,trans1443,05fry01,2.0,1
6328,trans1443,05fry02,2.5,1
6329,trans1444,01hmgd02,4.5,1
6330,trans1444,02brln02,3.77,1
6331,trans1444,03mgla02,5.5,1
6332,trans1444,03srba03,6.0,1
6334,trans1444,05fry01,2.0,2
6335,trans1445,01avch02,5.0,1
6336,trans1445,01hmgd03,7.0,1
6337,trans1445,02brln02,3.77,1
6338,trans1445,04wtpe03,3.5,1
6339,trans1445,03guan02,5.5,1
6340,trans1446,01cmch03,12.0,1
6341,trans1446,02brln02,3.77,1
6342,trans1446,03ciri02,5.5,1
6343,trans1446,05fry03,3.0,1
6344,trans1447,01cmch03,12.0,1
6345,trans1447,01hmsw02,4.6,1
6346,trans1447,03guan03,6.5,1
6347,trans1447,05fry03,3.0,1
6348,trans1447,05fry01,2.0,1
6349,trans1448,01avch03,8.62,1
6350,trans1448,02brln02,3.77,1
6351,trans1448,05fry03,3.0,1
6352,trans1449,03lucu03,6.5,1
6353,trans1449,03lucu01,4.0,1
6355,trans1449,05fry01,2.0,2
6356,trans1450,01cmch03,12.0,1
6357,trans1450,02brln02,3.77,1
6358,trans1450,03guan02,5.5,1
6359,trans1450,05fry03,3.0,1
6360,trans1450,05fry02,2.5,1
6361,trans1451,01avch03,8.62,1
6362,trans1451,04wtpe03,3.5,1
6363,trans1452,01hmsw03,7.23,1
6364,trans1452,02brln02,3.77,1
6365,trans1452,03mgla03,6.5,1
6366,trans1452,05fry02,2.5,1
6367,trans1453,01avch02,5.0,1
6368,trans1453,02crep02,5.0,1
6369,trans1453,05fry01,2.0,1
6370,trans1454,01avch02,5.0,1
6371,trans1454,02crep02,5.0,1
6372,trans1454,04gpip03,3.5,1
6373,trans1455,01chich02,10.0,1
6374,trans1455,02brln02,3.77,1
6375,trans1455,04ngpp01,3.0,1
6376,trans1455,03guan03,6.5,1
6377,trans1455,05fry01,2.0,1
6378,trans1455,05fry02,2.5,1
6379,trans1456,01hmgd03,7.0,1
6380,trans1456,02crep02,5.0,1
6381,trans1456,04gpip01,3.0,1
6382,trans1457,01chich02,10.0,1
6383,trans1457,02crep02,5.0,1
6384,trans1457,03ciri01,4.0,1
6385,trans1457,04ngpp02,3.25,1
6386,trans1457,05fry01,2.0,1
6387,trans1458,01avch02,5.0,1
6388,trans1458,01hmsw03,7.23,1
6390,trans1458,02crep02,5.0,2
6391,trans1459,01cmch03,12.0,1
6392,trans1459,01cmch02,6.0,1
6393,trans1459,02brln02,3.77,1
6394,trans1459,03srba02,5.0,1
6395,trans1459,04wtpe03,3.5,1
6396,trans1459,05fry01,2.0,1
6397,trans1459,05fry02,2.5,1
6398,trans1460,01hmgd03,7.0,1
6399,trans1460,02brln02,3.77,1
6400,trans1460,03ciri01,4.0,1
6401,trans1460,05fry03,3.0,1
6402,trans1461,01hmsw02,4.6,1
6403,trans1461,02brln02,3.77,1
6404,trans1461,02crep02,5.0,1
6405,trans1461,04ngpi02,3.25,1
6406,trans1461,03lucu03,6.5,1
6407,trans1461,05fry03,3.0,1
6408,trans1461,05fry01,2.0,1
6409,trans1462,02crep02,5.0,1
6410,trans1462,03guan02,5.5,1
6411,trans1462,05fry01,2.0,1
6412,trans1463,01cmch03,12.0,1
6413,trans1463,01avch02,5.0,1
6414,trans1463,02crep02,5.0,1
6415,trans1463,05fry03,3.0,1
6416,trans1464,01chich02,10.0,1
6417,trans1464,02brln02,3.77,1
6418,trans1464,03mgla02,5.5,1
6419,trans1464,04ngpi02,3.25,1
6420,trans1464,05fry02,2.5,1
6421,trans1465,02crep02,5.0,1
6422,trans1465,03srba02,5.0,1
6423,trans1465,04ngpp01,3.0,1
6424,trans1466,01cmch03,12.0,1
6425,trans1466,02brln02,3.77,1
6426,trans1466,03ciri02,5.5,1
6427,trans1466,05fry02,2.5,1
6428,trans1467,01hmsw03,7.23,1
6429,trans1467,04gpip02,3.25,1
6430,trans1467,05fry03,3.0,1
6431,trans1468,01hmsw02,4.6,1
6432,trans1468,02brln02,3.77,1
6433,trans1468,04wtpe03,3.5,1
6435,trans1468,05fry03,3.0,2
6436,trans1469,02brln02,3.77,1
6437,trans1469,05fry03,3.0,1
6438,trans1470,01avch03,8.62,1
6440,trans1470,02crep02,5.0,2
6441,trans1470,05fry01,2.0,1
6442,trans1471,01cmch03,12.0,1
6443,trans1471,01hmsw02,4.6,1
6444,trans1471,02crep02,5.0,1
6445,trans1471,03srba02,5.0,1
6446,trans1472,03ciri02,5.5,1
6447,trans1472,03lucu01,4.0,1
6448,trans1472,05fry01,2.0,1
6449,trans1473,01hmsw03,7.23,1
6450,trans1473,02brln02,3.77,1
6451,trans1473,05fry03,3.0,1
6452,trans1474,01cmch02,6.0,1
6453,trans1474,04ngpi02,3.25,1
6454,trans1474,05fry01,2.0,1
6455,trans1475,01avch02,5.0,1
6456,trans1475,01hmsw03,7.23,1
6457,trans1475,02crep02,5.0,1
6458,trans1475,03ciri03,6.5,1
6459,trans1476,01hmsw02,4.6,1
6460,trans1476,01cmch03,12.0,1
6461,trans1476,02crep02,5.0,1
6462,trans1476,03srba03,6.0,1
6463,trans1476,05fry01,2.0,1
6464,trans1477,03srba02,5.0,1
6465,trans1478,01chich02,10.0,1
6466,trans1478,02crep02,5.0,1
6467,trans1478,04gpip03,3.5,1
6468,trans1478,05fry01,2.0,1
6469,trans1478,05fry02,2.5,1
6470,trans1479,01avch02,5.0,1
6472,trans1479,02brln02,3.77,2
6473,trans1479,03lucu01,4.0,1
6474,trans1479,03srba02,5.0,1
6475,trans1479,05fry03,3.0,1
6476,trans1480,01hmsw02,4.6,1
6477,trans1480,02brln02,3.77,1
6478,trans1480,03guan01,4.0,1
6479,trans1480,03srba03,6.0,1
6480,trans1481,01hmgd02,4.5,1
6481,trans1481,02brln02,3.77,1
6482,trans1481,03mgla01,4.0,1
6483,trans1481,05fry01,2.0,1
6484,trans1481,05fry03,3.0,1
6485,trans1482,01avch02,5.0,1
6486,trans1482,02crep02,5.0,1
6487,trans1482,04ngpp02,3.25,1
6488,trans1482,05fry01,2.0,1
6489,trans1483,01avch03,8.62,1
6490,trans1483,02brln02,3.77,1
6491,trans1483,03lucu02,5.5,1
6492,trans1483,05fry01,2.0,1
6493,trans1484,01chich02,10.0,1
6495,trans1484,02crep02,5.0,2
6496,trans1484,05fry02,2.5,1
6497,trans1485,01hmgd02,4.5,1
6498,trans1485,02crep02,5.0,1
6499,trans1485,03srba02,5.0,1
6500,trans1485,03lucu03,6.5,1
6501,trans1485,05fry01,2.0,1
6502,trans1486,01chich02,10.0,1
6503,trans1486,02crep02,5.0,1
6504,trans1486,03mgla03,6.5,1
6505,trans1486,04wtpe01,3.0,1
6507,trans1486,05fry03,3.0,2
6508,trans1487,01hmgd03,7.0,1
6509,trans1487,02brln02,3.77,1
6510,trans1487,04ngpi01,3.0,1
6511,trans1487,04gpip03,3.5,1
6512,trans1487,05fry02,2.5,1
6514,trans1488,02crep02,5.0,2
6515,trans1488,03lucu02,5.5,1
6517,trans1488,05fry01,2.0,2
6518,trans1489,01cmch03,12.0,1
6519,trans1489,01hmsw02,4.6,1
6520,trans1489,02brln02,3.77,1
6521,trans1489,03srba03,6.0,1
6522,trans1489,05fry01,2.0,1
6523,trans1490,01avch02,5.0,1
6524,trans1490,02brln02,3.77,1
6525,trans1490,03ciri03,6.5,1
6526,trans1490,05fry01,2.0,1
6527,trans1491,01avch03,8.62,1
6528,trans1491,01hmsw02,4.6,1
6529,trans1491,02brln02,3.77,1
6530,trans1491,03guan02,5.5,1
6531,trans1491,05fry01,2.0,1
6532,trans1492,01avch03,8.62,1
6533,trans1492,02crep02,5.0,1
6534,trans1492,02brln02,3.77,1
6535,trans1492,03srba01,3.5,1
6536,trans1492,05fry02,2.5,1
6537,trans1493,01hmsw03,7.23,1
6538,trans1493,02crep02,5.0,1
6539,trans1493,05fry02,2.5,1
6540,trans1494,01chich02,10.0,1
6541,trans1494,01cmch03,12.0,1
6542,trans1494,02crep02,5.0,1
6543,trans1494,03srba01,3.5,1
6544,trans1494,04wtpe02,3.25,1
6545,trans1494,05fry02,2.5,1
6546,trans1495,01hmgd02,4.5,1
6547,trans1495,01cmch02,6.0,1
6548,trans1495,02brln02,3.77,1
6549,trans1495,04ngpp02,3.25,1
6550,trans1495,03srba01,3.5,1
6551,trans1495,05fry01,2.0,1
6552,trans1496,01hmgd03,7.0,1
6553,trans1496,01hmsw03,7.23,1
6554,trans1496,04ngpp02,3.25,1
6555,trans1496,05fry02,2.5,1
6556,trans1496,05fry01,2.0,1
6557,trans1497,01cmch03,12.0,1
6558,trans1497,02brln02,3.77,1
6559,trans1497,04gpip02,3.25,1
6560,trans1498,02brln02,3.77,1
6561,trans1498,02crep02,5.0,1
6562,trans1498,04ngpp02,3.25,1
6564,trans1498,05fry02,2.5,2
6565,trans1499,01hmgd02,4.5,1
6567,trans1499,02brln02,3.77,2
6568,trans1499,04ngpi01,3.0,1
6569,trans1499,05fry03,3.0,1
6570,trans1500,01hmsw02,4.6,1
6571,trans1500,05fry02,2.5,1
6572,trans1501,01hmsw03,7.23,1
6573,trans1501,01hmsw02,4.6,1
6574,trans1501,02brln02,3.77,1
6575,trans1501,02crep02,5.0,1
6576,trans1501,04gpip02,3.25,1
6577,trans1501,05fry02,2.5,1
6578,trans1502,01hmsw02,4.6,1
6579,trans1502,01cmch03,12.0,1
6580,trans1502,02crep02,5.0,1
6581,trans1503,01hmgd02,4.5,1
6582,trans1503,02brln02,3.77,1
6583,trans1503,03mgla01,4.0,1
6584,trans1503,03ciri03,6.5,1
6585,trans1503,05fry01,2.0,1
6586,trans1504,01hmsw03,7.23,1
6587,trans1504,02brln02,3.77,1
6588,trans1504,03srba03,6.0,1
6589,trans1505,01cmch03,12.0,1
6591,trans1505,02crep02,5.0,2
6592,trans1505,03lucu03,6.5,1
6593,trans1505,05fry01,2.0,1
6594,trans1506,01avch02,5.0,1
6595,trans1506,02brln02,3.77,1
6596,trans1506,03lucu02,5.5,1
6597,trans1506,05fry03,3.0,1
6598,trans1507,01hmgd02,4.5,1
6599,trans1507,02crep02,5.0,1
6600,trans1507,04ngpp02,3.25,1
6601,trans1507,05fry03,3.0,1
6602,trans1508,01avch02,5.0,1
6604,trans1508,02crep02,5.0,2
6605,trans1508,03ciri03,6.5,1
6607,trans1508,05fry03,3.0,2
6608,trans1509,01avch03,8.62,1
6609,trans1509,01avch02,5.0,1
6610,trans1509,02crep02,5.0,1
6611,trans1509,03guan01,4.0,1
6612,trans1510,01hmsw03,7.23,1
6613,trans1510,01cmch03,12.0,1
6614,trans1510,02crep02,5.0,1
6615,trans1510,02brln02,3.77,1
6616,trans1510,03lucu02,5.5,1
6617,trans1510,05fry03,3.0,1
6618,trans1511,01cmch02,6.0,1
6619,trans1511,01avch03,8.62,1
6620,trans1511,03ciri01,4.0,1
6621,trans1511,05fry02,2.5,1
6622,trans1512,02brln02,3.77,1
6623,trans1512,05fry01,2.0,1
6624,trans1513,01cmch03,12.0,1
6625,trans1513,02crep02,5.0,1
6626,trans1513,05fry03,3.0,1
6627,trans1514,01chich02,10.0,1
6628,trans1514,04wtpe03,3.5,1
6629,trans1514,05fry01,2.0,1
6630,trans1514,05fry02,2.5,1
6631,trans1515,01hmgd02,4.5,1
6633,trans1515,02brln02,3.77,2
6634,trans1515,05fry03,3.0,1
6635,trans1515,05fry02,2.5,1
6636,trans1516,01hmgd02,4.5,1
6637,trans1516,02brln02,3.77,1
6638,trans1516,03mgla02,5.5,1
6639,trans1516,05fry02,2.5,1
6640,trans1517,01cmch02,6.0,1
6641,trans1517,02brln02,3.77,1
6642,trans1517,04ngpi01,3.0,1
6643,trans1517,04gpip01,3.0,1
6644,trans1517,05fry03,3.0,1
6645,trans1518,01cmch03,12.0,1
6646,trans1518,02crep02,5.0,1
6647,trans1518,02brln02,3.77,1
6648,trans1518,04ngpp02,3.25,1
6649,trans1518,05fry03,3.0,1
6650,trans1519,01chich02,10.0,1
6651,trans1519,02brln02,3.77,1
6652,trans1519,04gpip03,3.5,1
6653,trans1519,05fry01,2.0,1
6654,trans1519,05fry03,3.0,1
6655,trans1520,01hmsw03,7.23,1
6656,trans1520,02crep02,5.0,1
6657,trans1520,04ngpp02,3.25,1
6659,trans1520,05fry02,2.5,2
6660,trans1521,01cmch03,12.0,1
6661,trans1521,02crep02,5.0,1
6662,trans1521,05fry03,3.0,1
6663,trans1522,01hmgd02,4.5,1
6664,trans1522,02crep02,5.0,1
6665,trans1522,02brln02,3.77,1
6666,trans1522,04ngpp02,3.25,1
6667,trans1523,02crep02,5.0,1
6668,trans1523,03srba03,6.0,1
6669,trans1523,05fry03,3.0,1
6670,trans1524,01hmgd02,4.5,1
6671,trans1524,02crep02,5.0,1
6672,trans1524,03guan02,5.5,1
6673,trans1524,05fry01,2.0,1
6674,trans1525,01avch03,8.62,1
6675,trans1525,02crep02,5.0,1
6676,trans1525,03mgla03,6.5,1
6677,trans1526,02brln02,3.77,1
6678,trans1526,02crep02,5.0,1
6679,trans1526,03mgla03,6.5,1
6680,trans1526,03lucu02,5.5,1
6681,trans1526,05fry02,2.5,1
6682,trans1527,01avch03,8.62,1
6683,trans1527,02crep02,5.0,1
6684,trans1527,04wtpe01,3.0,1
6685,trans1527,05fry02,2.5,1
6686,trans1528,01cmch02,6.0,1
6687,trans1528,02crep02,5.0,1
6688,trans1528,03guan03,6.5,1
6689,trans1528,05fry02,2.5,1
6690,trans1529,01hmsw02,4.6,1
6691,trans1529,05fry02,2.5,1
6692,trans1530,01chich02,10.0,1
6693,trans1530,02crep02,5.0,1
6694,trans1530,04ngpp02,3.25,1
6695,trans1530,04ngpp03,3.5,1
6696,trans1530,05fry02,2.5,1
6697,trans1531,01hmsw02,4.6,1
6698,trans1531,02brln02,3.77,1
6699,trans1531,02crep02,5.0,1
6700,trans1531,03mgla01,4.0,1
6701,trans1531,05fry01,2.0,1
6702,trans1531,05fry03,3.0,1
6703,trans1532,01cmch03,12.0,1
6704,trans1532,02brln02,3.77,1
6705,trans1533,01cmch02,6.0,1
6706,trans1533,01hmsw02,4.6,1
6707,trans1533,02crep02,5.0,1
6708,trans1533,05fry03,3.0,1
6709,trans1534,01hmgd02,4.5,1
6710,trans1534,01cmch02,6.0,1
6711,trans1534,02crep02,5.0,1
6712,trans1534,03lucu01,4.0,1
6713,trans1534,05fry01,2.0,1
6714,trans1535,01chich02,10.0,1
6715,trans1535,04wtpe02,3.25,1
6716,trans1535,03guan03,6.5,1
6717,trans1536,01chich02,10.0,1
6718,trans1536,02brln02,3.77,1
6719,trans1536,03mgla03,6.5,1
6720,trans1537,01hmsw02,4.6,1
6721,trans1537,01hmsw03,7.23,1
6722,trans1537,02crep02,5.0,1
6723,trans1537,04gpip01,3.0,1
6724,trans1537,03srba01,3.5,1
6725,trans1537,05fry01,2.0,1
6726,trans1538,01avch02,5.0,1
6727,trans1538,02brln02,3.77,1
6728,trans1538,04ngpp02,3.25,1
6730,trans1538,05fry02,2.5,2
6731,trans1539,01avch02,5.0,1
6732,trans1539,02crep02,5.0,1
6733,trans1540,02crep02,5.0,1
6734,trans1540,02brln02,3.77,1
6735,trans1540,04ngpi01,3.0,1
6736,trans1540,05fry02,2.5,1
6737,trans1541,01avch02,5.0,1
6738,trans1541,01cmch02,6.0,1
6739,trans1541,02brln02,3.77,1
6740,trans1541,03ciri02,5.5,1
6742,trans1541,05fry02,2.5,2
6743,trans1542,01chich02,10.0,1
6744,trans1542,02crep02,5.0,1
6745,trans1542,03guan01,4.0,1
6746,trans1542,05fry02,2.5,1
6747,trans1543,02crep02,5.0,1
6748,trans1543,04ngpp02,3.25,1
6749,trans1543,04gpip01,3.0,1
6750,trans1543,05fry03,3.0,1
6751,trans1544,01hmsw03,7.23,1
6753,trans1544,02crep02,5.0,2
6754,trans1544,05fry02,2.5,1
6755,trans1545,01hmgd02,4.5,1
6756,trans1545,02crep02,5.0,1
6757,trans1545,03lucu03,6.5,1
6758,trans1545,05fry01,2.0,1
6759,trans1546,01hmgd03,7.0,1
6760,trans1546,03srba02,5.0,1
6761,trans1546,05fry02,2.5,1
6762,trans1547,01cmch03,12.0,1
6764,trans1547,02crep02,5.0,2
6765,trans1547,05fry01,2.0,1
6766,trans1548,01avch03,8.62,1
6767,trans1548,02crep02,5.0,1
6768,trans1548,03ciri03,6.5,1
6769,trans1548,05fry03,3.0,1
6770,trans1549,02brln02,3.77,1
6771,trans1549,03mgla03,6.5,1
6772,trans1549,05fry03,3.0,1
6773,trans1550,01cmch03,12.0,1
6774,trans1550,02brln02,3.77,1
6775,trans1550,02crep02,5.0,1
6776,trans1550,03mgla02,5.5,1
6777,trans1550,05fry03,3.0,1
6778,trans1551,01hmsw02,4.6,1
6780,trans1551,02brln02,3.77,2
6781,trans1551,05fry01,2.0,1
6782,trans1552,01avch03,8.62,1
6784,trans1552,02crep02,5.0,2
6786,trans1552,05fry03,3.0,2
6787,trans1553,01hmgd02,4.5,1
6788,trans1553,02crep02,5.0,1
6789,trans1553,04wtpe03,3.5,1
6790,trans1553,05fry03,3.0,1
6792,trans1554,01hmgd02,4.5,2
6794,trans1554,02crep02,5.0,2
6795,trans1554,04ngpp01,3.0,1
6796,trans1554,03guan01,4.0,1
6797,trans1554,05fry01,2.0,1
6798,trans1555,01chich02,10.0,1
6799,trans1555,02brln02,3.77,1
6800,trans1555,03lucu02,5.5,1
6801,trans1555,05fry01,2.0,1
6802,trans1556,01hmsw02,4.6,1
6803,trans1556,02crep02,5.0,1
6804,trans1556,02brln02,3.77,1
6805,trans1556,03mgla02,5.5,1
6806,trans1556,05fry03,3.0,1
6807,trans1556,05fry01,2.0,1
6808,trans1557,01hmgd03,7.0,1
6809,trans1557,02brln02,3.77,1
6810,trans1557,04wtpe03,3.5,1
6811,trans1557,05fry02,2.5,1
6812,trans1558,01hmgd02,4.5,1
6814,trans1558,02crep02,5.0,2
6815,trans1558,04gpip03,3.5,1
6816,trans1558,05fry01,2.0,1
6818,trans1559,01hmsw02,4.6,2
6819,trans1559,02crep02,5.0,1
6820,trans1559,04ngpp02,3.25,1
6821,trans1559,05fry02,2.5,1
6822,trans1559,05fry03,3.0,1
6823,trans1560,01hmgd03,7.0,1
6824,trans1560,03guan02,5.5,1
6825,trans1561,01hmsw03,7.23,1
6826,trans1561,04gpip01,3.0,1
6827,trans1562,01chich02,10.0,1
6828,trans1562,01hmsw03,7.23,1
6829,trans1562,02crep02,5.0,1
6830,trans1562,03guan01,4.0,1
6831,trans1562,03srba01,3.5,1
6832,trans1562,05fry03,3.0,1
6833,trans1562,05fry01,2.0,1
6834,trans1563,01hmgd03,7.0,1
6835,trans1563,01chich02,10.0,1
6836,trans1563,02crep02,5.0,1
6837,trans1563,05fry03,3.0,1
6838,trans1564,02brln02,3.77,1
6840,trans1564,05fry02,2.5,2
6841,trans1565,01hmgd03,7.0,1
6842,trans1565,01avch03,8.62,1
6844,trans1565,02brln02,3.77,2
6845,trans1565,03lucu02,5.5,1
6846,trans1565,05fry03,3.0,1
6847,trans1565,05fry02,2.5,1
6848,trans1566,01hmsw03,7.23,1
6849,trans1566,04gpip03,3.5,1
6850,trans1566,05fry01,2.0,1
6851,trans1566,05fry03,3.0,1
6852,trans1567,01hmgd03,7.0,1
6853,trans1567,01cmch03,12.0,1
6854,trans1567,02brln02,3.77,1
6855,trans1567,03srba01,3.5,1
6856,trans1567,05fry03,3.0,1
6857,trans1568,01cmch02,6.0,1
6858,trans1568,01cmch03,12.0,1
6859,trans1568,03lucu03,6.5,1
6860,trans1568,05fry01,2.0,1
6861,trans1569,01cmch03,12.0,1
6862,trans1569,02crep02,5.0,1
6863,trans1569,03lucu01,4.0,1
6864,trans1569,05fry01,2.0,1
6866,trans1570,02brln02,3.77,2
6867,trans1570,03ciri02,5.5,1
6868,trans1570,03lucu01,4.0,1
6869,trans1570,05fry03,3.0,1
6870,trans1571,03mgla02,5.5,1
6871,trans1571,04ngpp01,3.0,1
6872,trans1572,01hmgd03,7.0,1
6873,trans1572,02crep02,5.0,1
6874,trans1572,04gpip01,3.0,1
6875,trans1572,03guan02,5.5,1
6876,trans1572,05fry02,2.5,1
6877,trans1572,05fry01,2.0,1
6878,trans1573,01chich02,10.0,1
6879,trans1573,01avch03,8.62,1
6880,trans1573,02crep02,5.0,1
6881,trans1573,03guan01,4.0,1
6882,trans1573,05fry02,2.5,1
6883,trans1573,05fry03,3.0,1
6884,trans1574,01chich02,10.0,1
6885,trans1574,02crep02,5.0,1
