trans_id,transaction_total,customer_id,time_of_day
trans1692,19.0,1689,15:54:15
trans1693,22.0,842,17:14:11
trans1694,6.5,1162,14:20:08
trans1695,10.77,163,18:42:02
trans1696,17.869999999999997,1094,17:18:30
trans1697,13.0,1571,12:24:56
trans1698,21.64,143,17:58:42
trans1699,18.77,1610,14:22:12
trans1700,20.6,1808,18:23:10
trans1701,19.0,1873,17:27:32
trans1702,11.77,1881,09:59:32
trans1703,21.5,314,13:01:04
trans1704,11.5,2207,14:10:58
trans1705,25.5,907,18:07:52
trans1706,19.48,286,18:12:39
trans1707,20.0,2024,16:17:48
trans1708,30.27,159,11:28:43
trans1709,9.27,876,11:13:16
trans1710,16.5,1816,18:27:13
trans1711,27.5,509,16:56:54
trans1712,25.77,546,09:49:42
trans1713,29.35,1030,10:46:50
trans1714,14.77,2134,12:05:14
trans1715,25.14,1412,09:21:20
trans1716,20.5,663,16:07:22
trans1717,20.27,1624,15:38:00
trans1718,17.5,933,17:36:10
trans1719,30.79,293,15:51:49
trans1720,17.02,62,18:46:48
trans1721,20.0,1922,09:42:27
trans1722,26.619999999999997,1943,16:03:39
trans1723,17.0,2244,15:34:14
trans1724,12.37,1060,16:10:08
trans1725,30.27,2463,16:28:20
trans1726,17.89,391,14:41:34
trans1727,19.0,939,16:21:18
trans1728,12.23,482,16:25:28
trans1729,11.5,590,09:41:27
trans1730,18.1,833,17:49:29
trans1731,19.0,1812,19:31:16
trans1732,23.25,1389,19:46:32
trans1733,20.89,1639,15:49:23
trans1734,25.1,1766,13:21:48
trans1735,33.5,2204,09:09:24
trans1736,24.39,1259,09:59:31
trans1737,13.0,715,14:50:32
trans1738,22.5,268,11:32:10
trans1739,35.0,1322,15:05:06
trans1740,14.0,1027,17:28:47
trans1741,35.269999999999996,1320,13:28:03
trans1742,20.5,1770,14:52:40
trans1743,28.0,1212,15:20:45
trans1744,19.119999999999997,1913,13:33:40
trans1745,8.5,2463,14:52:44
trans1746,30.5,1201,12:10:44
trans1747,19.119999999999997,1622,14:35:43
trans1748,18.0,1317,14:53:06
trans1749,17.77,485,18:18:12
trans1750,28.77,1531,10:23:16
trans1751,22.39,641,15:01:32
trans1752,28.37,535,09:32:05
trans1753,22.47,85,16:34:36
trans1754,25.0,290,10:44:03
trans1755,17.2,1821,09:54:36
trans1756,21.2,71,12:26:58
trans1757,18.869999999999997,553,12:25:17
trans1758,14.75,1457,13:45:05
trans1759,20.0,806,10:58:58
trans1760,27.77,16,15:20:14
trans1761,18.27,305,19:24:50
trans1762,16.6,306,19:08:28
trans1763,18.5,1907,13:05:17
trans1764,10.27,543,18:00:57
trans1765,12.6,780,18:36:00
trans1766,10.6,2155,13:00:02
trans1767,19.02,1039,12:36:05
trans1768,19.119999999999997,1555,17:50:18
trans1769,15.0,11,18:44:24
trans1770,12.27,318,09:01:05
trans1771,22.27,633,19:10:05
trans1772,27.77,764,10:25:53
trans1773,26.89,1419,16:56:31
trans1774,19.77,2216,10:26:13
trans1775,33.269999999999996,363,19:33:42
trans1776,17.369999999999997,1879,17:25:43
trans1777,19.27,157,18:37:07
trans1778,31.5,228,11:26:10
trans1779,34.6,2019,10:34:27
trans1780,24.77,996,15:30:07
trans1781,23.52,70,12:41:55
trans1782,8.5,1649,14:09:43
trans1783,18.35,1952,10:55:15
trans1784,11.73,858,18:29:52
trans1785,17.27,2098,09:29:43
trans1786,26.1,799,19:53:50
trans1787,27.85,697,15:45:37
trans1788,22.27,2369,16:47:50
trans1789,13.77,1092,16:44:42
trans1790,16.77,1210,18:17:26
trans1791,18.5,1580,13:04:46
trans1792,13.27,1135,09:34:03
trans1793,25.5,2237,10:07:37
trans1794,32.5,2265,11:07:26
trans1795,19.0,567,13:55:12
trans1796,10.37,1507,09:11:50
trans1797,26.89,541,09:45:11
trans1798,19.6,2257,09:46:39
trans1799,31.5,1717,10:29:55
trans1800,17.0,1056,10:57:01
trans1801,33.04,1855,13:27:09
trans1802,18.73,1355,14:11:07
trans1803,24.5,1237,14:43:48
trans1804,18.77,891,19:11:34
trans1805,12.79,689,15:03:15
trans1806,15.0,178,13:26:51
trans1807,13.5,2260,11:59:58
trans1808,22.0,632,19:25:17
trans1809,29.77,2426,12:39:33
trans1810,24.27,2485,11:01:02
trans1811,23.5,2349,16:05:12
trans1812,12.5,1727,10:00:10
trans1813,35.62,1032,11:29:37
trans1814,22.85,1706,14:11:26
trans1815,20.869999999999997,127,14:15:46
trans1816,9.77,244,13:36:47
trans1817,29.5,110,18:48:26
trans1818,17.0,24,10:21:28
trans1819,24.02,209,10:58:13
trans1820,7.0,1648,13:23:08
trans1821,27.0,1575,11:05:55
trans1822,14.0,1511,16:58:12
trans1823,17.77,57,09:06:26
trans1824,12.5,1138,11:50:26
trans1825,24.5,1899,17:04:15
trans1826,24.16,604,12:05:07
trans1827,12.5,881,17:13:46
trans1828,14.27,548,18:47:26
trans1829,17.5,1785,13:55:33
trans1830,25.0,1000,13:41:24
trans1831,2.5,1897,14:11:27
trans1832,29.5,743,14:37:51
trans1833,11.77,2266,12:30:23
trans1834,10.75,726,17:10:04
trans1835,14.85,539,12:16:07
trans1836,33.269999999999996,1567,13:01:24
trans1837,8.5,1737,18:20:24
trans1838,18.77,829,11:07:49
trans1839,17.0,2075,09:08:07
trans1840,28.27,2272,18:38:40
trans1841,19.35,215,09:23:08
trans1842,19.0,536,18:06:47
trans1843,20.27,1798,17:59:01
trans1844,11.37,234,18:22:49
trans1845,11.0,1934,19:57:06
trans1846,22.74,1522,14:12:00
trans1847,20.23,2428,11:25:21
trans1848,15.77,2421,14:23:29
trans1849,16.77,578,18:02:12
trans1850,4.5,761,14:51:27
trans1851,25.27,380,10:50:49
trans1852,31.1,1238,18:53:48
trans1853,16.75,1716,17:24:36
trans1854,22.04,617,18:22:46
trans1855,29.77,1824,18:39:24
trans1856,14.37,2187,16:15:15
trans1857,18.77,1126,16:09:40
trans1858,22.27,1301,17:29:11
trans1859,14.5,1374,19:30:43
trans1860,9.27,465,18:15:16
trans1861,21.04,1981,18:08:37
trans1862,14.389999999999999,1428,09:40:39
trans1863,25.25,2449,11:04:19
trans1864,19.0,1605,16:10:04
trans1865,23.369999999999997,734,10:04:10
trans1866,20.14,354,09:09:17
trans1867,21.75,120,16:04:32
trans1868,31.33,458,15:40:23
trans1869,25.0,775,17:03:48
trans1870,20.5,504,17:56:20
trans1871,28.369999999999997,1161,10:12:55
trans1872,15.5,688,14:56:21
trans1873,15.77,1155,16:47:18
trans1874,27.52,2249,09:32:58
trans1875,12.0,511,12:47:35
trans1876,16.77,628,17:34:26
trans1877,16.5,694,12:55:14
trans1878,21.02,752,19:41:54
trans1879,25.83,817,09:21:45
trans1880,13.04,504,16:47:12
trans1881,25.77,2331,09:40:47
trans1882,25.02,1126,13:47:55
trans1883,7.5,1032,12:24:02
trans1884,15.12,471,19:57:36
trans1885,22.619999999999997,1083,19:52:26
trans1886,20.25,1443,09:12:00
trans1887,32.519999999999996,60,11:23:58
trans1888,11.62,56,12:26:26
trans1889,32.5,802,09:24:01
trans1890,15.27,1653,13:18:52
trans1891,19.5,834,17:51:41
trans1892,7.5,40,15:46:41
trans1893,17.119999999999997,321,11:53:22
trans1894,13.52,1002,12:55:34
trans1895,20.98,2243,18:51:53
trans1896,18.5,2152,18:17:34
trans1897,22.25,2445,09:18:29
trans1898,19.27,2482,18:27:41
trans1899,17.0,767,09:05:41
trans1900,19.77,152,13:32:03
trans1901,19.5,693,09:04:04
trans1902,21.5,2196,19:08:16
trans1903,15.62,1688,18:36:45
trans1904,30.39,812,19:52:41
trans1905,13.27,1768,13:33:36
trans1906,20.02,528,12:47:37
trans1907,7.5,1986,19:54:21
trans1908,35.269999999999996,42,18:09:15
trans1909,23.77,368,19:06:52
trans1910,21.39,2312,10:21:51
trans1911,26.85,2175,15:39:33
trans1912,21.0,1330,17:01:51
trans1913,11.0,326,19:58:27
trans1914,17.89,1810,10:54:27
trans1915,13.0,599,18:24:44
trans1916,15.0,2126,12:47:29
trans1917,36.12,522,13:10:13
trans1918,21.54,1952,19:49:35
trans1919,27.39,1722,11:37:17
trans1920,5.25,865,17:44:41
trans1921,26.5,589,17:03:35
trans1922,21.869999999999997,1370,10:05:30
trans1923,11.27,2192,19:19:48
trans1924,31.119999999999997,68,18:28:22
trans1925,7.0,1585,09:19:43
trans1926,27.77,2221,09:56:24
trans1927,23.27,1981,14:36:34
trans1928,34.0,764,18:42:00
trans1929,22.869999999999997,1406,11:04:47
trans1930,25.27,828,11:14:28
trans1931,17.77,407,18:52:23
trans1932,17.0,881,13:50:15
trans1933,19.5,2298,15:58:51
trans1934,11.5,1527,10:59:09
trans1935,11.2,1318,13:41:47
trans1936,22.0,218,18:18:16
trans1937,12.27,1880,10:23:52
trans1938,17.119999999999997,2003,12:33:51
trans1939,2.5,1827,09:07:08
trans1940,26.52,203,09:53:53
trans1941,13.27,1580,18:01:28
trans1942,15.0,682,14:41:17
trans1943,25.5,1965,11:51:08
trans1944,22.5,2283,18:00:19
trans1945,20.54,1562,13:31:28
trans1946,19.619999999999997,1638,10:52:57
trans1947,14.87,858,17:42:27
trans1948,10.77,780,16:43:53
trans1949,6.5,927,18:31:00
trans1950,33.0,2470,16:43:22
trans1951,10.02,1752,17:00:05
trans1952,21.39,2208,09:54:17
trans1953,32.28,1149,14:33:15
trans1954,18.77,47,09:03:51
trans1955,30.77,71,15:41:08
trans1956,17.0,2400,14:43:38
trans1957,25.89,2013,14:59:40
trans1958,24.6,2428,14:22:45
trans1959,25.5,377,19:24:27
trans1960,22.52,1712,11:38:50
trans1961,23.5,1766,14:51:44
trans1962,14.0,124,09:27:03
trans1963,19.77,1204,18:21:10
trans1964,15.79,2301,13:30:37
trans1965,5.77,2412,13:45:59
trans1966,18.0,1450,18:19:27
trans1967,14.0,1805,19:51:29
trans1968,17.5,1826,14:15:37
trans1969,20.6,1243,18:00:11
trans1970,19.0,2019,19:15:24
trans1971,24.0,1166,11:05:50
trans1972,26.5,2040,17:58:11
trans1973,30.87,1203,12:23:10
trans1974,18.75,834,09:25:54
trans1975,17.27,907,09:24:17
trans1976,14.62,1593,10:28:06
trans1977,19.0,1383,09:26:52
trans1978,24.89,2307,11:57:59
trans1979,24.619999999999997,1021,14:26:58
trans1980,21.77,1199,09:53:52
trans1981,21.0,1558,19:30:23
trans1982,8.0,66,11:32:53
trans1983,30.0,976,15:40:34
trans1984,16.27,1718,19:54:52
trans1985,20.5,286,11:31:28
trans1986,12.5,1987,12:17:47
trans1987,22.23,323,12:22:45
trans1988,12.27,102,16:01:00
trans1989,11.25,1933,18:42:15
trans1990,27.25,2367,11:55:10
trans1991,26.5,1140,19:40:55
trans1992,14.27,741,14:11:08
trans1993,16.23,385,11:32:08
trans1994,24.12,1401,15:38:27
trans1995,28.98,1964,10:24:49
trans1996,21.27,2012,16:58:06
trans1997,32.39,309,11:02:44
trans1998,18.52,1231,15:39:41
trans1999,14.23,15,11:18:47
trans2000,8.0,2006,10:49:09
trans2001,18.1,49,09:08:39
trans2002,20.77,1775,16:11:25
trans2003,18.77,1805,13:58:38
trans2004,19.0,1961,12:38:46
trans2005,18.27,1012,18:43:31
trans2006,11.0,1607,09:47:05
trans2007,18.5,275,17:28:28
trans2008,28.54,2130,18:16:19
trans2009,20.0,1124,12:46:28
trans2010,19.54,1379,09:04:56
trans2011,19.119999999999997,1733,11:11:50
trans2012,11.0,319,09:13:21
trans2013,8.27,1350,15:22:54
trans2014,18.04,2314,18:47:42
trans2015,28.0,1395,19:03:58
trans2016,16.25,767,14:15:41
trans2017,24.0,1982,11:08:53
trans2018,18.75,182,16:13:08
trans2019,23.23,2412,15:07:14
trans2020,18.27,843,09:07:10
trans2021,11.5,298,11:11:51
trans2022,25.39,1603,10:48:28
trans2023,30.39,1146,15:02:27
trans2024,21.27,958,09:34:22
trans2025,23.25,1894,16:18:08
trans2026,31.02,1914,11:17:22
trans2027,24.66,1617,09:34:53
trans2028,25.27,893,19:14:05
trans2029,33.230000000000004,356,16:15:41
trans2030,17.1,2467,11:40:56
trans2031,11.0,418,15:59:39
trans2032,19.77,661,13:50:37
trans2033,12.0,2019,16:05:12
trans2034,24.79,120,10:00:14
trans2035,9.6,177,15:16:53
trans2036,32.1,1284,11:23:14
trans2037,20.73,983,10:02:19
trans2038,25.89,2300,10:38:33
trans2039,13.54,2041,14:15:41
trans2040,11.02,1964,13:35:44
trans2041,22.89,961,18:39:46
trans2042,19.02,1031,13:24:21
trans2043,18.04,1094,16:04:09
trans2044,19.02,1467,17:24:56
trans2045,14.37,2016,13:41:37
trans2046,21.5,1839,13:35:22
trans2047,19.77,1553,19:04:51
trans2048,15.04,1337,09:27:59
trans2049,20.5,552,14:46:36
trans2050,36.489999999999995,459,11:00:09
trans2051,23.73,2082,18:10:58
trans2052,25.77,2133,13:40:14
trans2053,20.77,2327,12:31:59
trans2054,19.52,672,11:02:49
trans2055,10.87,2065,15:54:18
trans2056,28.77,1731,13:10:55
trans2057,21.0,270,11:20:13
trans2058,32.269999999999996,2355,11:13:50
trans2059,20.89,1587,12:40:20
trans2060,21.619999999999997,41,09:10:19
trans2061,28.73,1409,11:18:33
trans2062,21.5,1251,15:47:32
trans2063,15.0,1240,14:56:47
trans2064,28.5,195,15:05:44
trans2065,15.79,893,16:52:04
trans2066,19.5,1572,10:40:11
trans2067,19.0,2475,12:21:59
trans2068,24.73,1442,09:55:46
trans2069,23.77,426,15:49:09
trans2070,13.25,1238,12:45:14
trans2071,28.04,1243,10:00:57
trans2072,26.0,2362,19:51:34
trans2073,18.89,349,15:32:38
trans2074,15.23,69,16:20:02
trans2075,22.0,1715,11:02:20
trans2076,23.869999999999997,1708,09:45:41
trans2077,12.02,404,14:36:39
trans2078,23.77,1938,16:47:51
trans2079,16.77,292,09:19:45
trans2080,21.0,1218,17:41:21
trans2081,18.75,1920,16:29:19
trans2082,13.0,682,14:04:26
trans2083,11.73,2472,16:14:08
trans2084,23.23,386,15:05:55
trans2085,17.73,1321,13:55:11
trans2086,23.0,1864,15:13:40
trans2087,12.77,1307,17:53:03
trans2088,30.119999999999997,2262,18:17:23
trans2089,18.119999999999997,2268,10:51:48
trans2090,15.1,892,15:29:37
trans2091,13.23,330,09:01:02
trans2092,11.5,1680,16:35:47
trans2093,19.77,2347,14:06:36
trans2094,13.5,1654,19:18:08
trans2095,20.46,1967,15:37:57
trans2096,14.73,1166,10:45:21
trans2097,9.0,142,18:35:50
trans2098,18.5,1780,10:35:59
trans2099,26.119999999999997,208,16:28:08
trans2100,20.5,8,13:34:04
trans2101,22.04,1305,12:37:56
trans2102,20.04,1827,15:01:22
trans2103,26.5,2346,19:35:24
trans2104,14.0,595,11:36:46
trans2105,18.85,1881,14:44:39
trans2106,24.369999999999997,69,14:38:35
trans2107,23.77,59,19:35:36
trans2108,25.77,524,13:34:27
trans2109,24.27,1443,14:19:23
trans2110,11.62,1263,14:50:54
trans2111,13.0,518,16:25:21
trans2112,4.5,797,18:29:12
trans2113,19.0,2049,12:16:07
trans2114,13.5,274,17:04:35
trans2115,32.64,1296,16:51:44
trans2116,23.619999999999997,2366,10:54:21
trans2117,7.0,1367,11:45:18
trans2118,20.75,2187,13:42:09
trans2119,20.27,1959,14:52:06
trans2120,23.119999999999997,1563,13:31:04
trans2121,24.619999999999997,2312,19:11:24
trans2122,17.27,2184,13:32:53
trans2123,25.1,419,14:08:24
trans2124,16.0,809,11:20:52
trans2125,22.39,687,19:45:27
trans2126,16.77,338,17:03:58
trans2127,24.619999999999997,2388,15:47:12
trans2128,22.5,1756,15:45:50
trans2129,18.0,1032,14:46:54
trans2130,16.27,1994,19:21:18
trans2131,21.77,1296,10:33:08
trans2132,16.0,1989,19:09:20
trans2133,19.0,28,18:18:22
trans2134,25.77,2146,16:30:22
trans2135,27.5,1242,09:45:51
trans2136,13.5,518,14:29:46
trans2137,14.27,1414,19:17:18
trans2138,29.27,991,15:16:10
trans2139,15.0,2354,09:53:01
trans2140,34.269999999999996,1105,09:24:48
trans2141,9.77,237,14:22:47
trans2142,30.04,893,09:00:12
trans2143,24.37,1705,18:39:16
trans2144,22.0,1524,10:24:27
trans2145,14.1,2329,19:36:32
trans2146,23.25,305,14:02:34
trans2147,6.27,934,14:55:13
trans2148,18.89,869,16:50:11
trans2149,19.02,2020,12:01:26
trans2150,20.77,2293,16:34:52
trans2151,27.75,70,09:26:06
trans2152,26.23,1831,09:20:56
trans2153,24.89,1908,15:27:28
trans2154,17.73,932,12:18:43
trans2155,19.27,1494,18:35:11
trans2156,18.23,892,09:05:52
trans2157,22.75,1260,16:22:13
trans2158,14.77,615,17:51:56
trans2159,30.98,2199,13:58:51
trans2160,13.0,1320,15:21:07
trans2161,18.5,22,19:40:36
trans2162,34.480000000000004,787,15:30:44
trans2163,17.0,1723,11:26:35
trans2164,23.39,775,11:16:53
trans2165,25.77,1844,10:39:43
trans2166,29.77,2019,16:59:19
trans2167,25.0,116,15:43:40
trans2168,11.5,997,13:19:31
trans2169,10.25,1634,15:13:07
trans2170,21.0,117,14:05:45
trans2171,26.77,475,16:15:50
trans2172,6.77,449,16:54:50
trans2173,13.27,1701,09:38:10
trans2174,12.23,2199,12:35:44
trans2175,20.5,1936,09:42:17
trans2176,10.5,2014,10:38:58
trans2177,16.5,1670,12:59:57
trans2178,19.77,2043,16:52:57
trans2179,21.73,2488,10:56:37
trans2180,15.5,1714,09:52:20
trans2181,16.52,1764,15:41:06
trans2182,27.119999999999997,586,17:58:33
trans2183,11.0,1257,11:26:41
trans2184,25.29,1907,11:18:30
trans2185,27.25,62,13:36:28
trans2186,29.27,1396,13:36:07
trans2187,8.0,242,09:54:39
trans2188,10.02,60,10:49:56
trans2189,16.5,2458,10:04:44
trans2190,17.27,1392,19:36:20
trans2191,24.5,977,11:23:08
trans2192,30.54,2316,17:04:56
trans2193,16.27,88,10:21:28
trans2194,14.02,1297,17:49:31
trans2195,14.02,536,19:44:41
trans2196,24.0,30,17:09:21
trans2197,24.02,1488,11:54:04
trans2198,26.04,2219,15:01:46
trans2199,11.25,1858,12:17:19
trans2200,20.39,373,19:03:43
trans2201,21.54,2254,18:50:47
trans2202,14.0,2321,11:10:05
trans2203,8.25,474,14:18:43
trans2204,15.0,593,09:28:31
trans2205,12.12,2031,18:24:25
trans2206,21.0,1615,17:28:49
trans2207,24.79,1973,14:55:15
trans2208,39.5,1793,15:12:48
trans2209,15.5,1739,13:03:08
trans2210,14.0,1174,11:51:09
trans2211,11.62,1921,16:21:00
trans2212,16.0,338,11:49:19
trans2213,26.27,2178,17:35:38
trans2214,44.5,1104,17:38:11
trans2215,27.869999999999997,1897,18:01:10
trans2216,12.27,1326,12:10:11
trans2217,22.0,1802,12:06:53
trans2218,8.0,1848,09:57:03
trans2219,18.25,1233,19:34:55
trans2220,14.27,1121,15:24:19
trans2221,26.85,2341,09:40:34
trans2222,16.1,333,19:48:30
trans2223,32.12,230,11:14:23
trans2224,18.27,1262,09:31:06
trans2225,21.5,473,16:19:36
trans2226,35.0,1191,12:56:20
trans2227,8.0,380,17:06:17
trans2228,27.0,936,14:37:43
trans2229,24.5,1857,12:34:13
trans2230,20.54,155,15:47:03
trans2231,19.77,1605,17:12:45
trans2232,21.77,2465,19:47:37
trans2233,34.269999999999996,821,17:49:32
trans2234,18.0,2470,18:37:38
trans2235,33.12,1677,15:47:23
trans2236,21.25,1662,16:30:16
trans2237,19.39,289,19:14:32
trans2238,18.16,1507,09:46:57
trans2239,32.730000000000004,1734,16:40:25
trans2240,11.5,588,11:29:54
trans2241,31.77,2089,09:34:41
trans2242,13.85,2087,09:29:13
trans2243,18.869999999999997,2222,11:46:13
trans2244,16.0,266,15:11:35
trans2245,25.27,1120,18:43:13
trans2246,14.5,702,09:41:22
trans2247,24.77,1880,09:33:17
trans2248,27.75,1014,18:03:57
trans2249,30.39,807,10:02:50
trans2250,26.77,331,12:09:06
trans2251,10.77,2434,16:03:41
trans2252,14.5,892,18:30:00
trans2253,21.02,871,17:30:43
trans2254,28.0,157,14:17:27
trans2255,37.480000000000004,1630,18:36:41
trans2256,24.619999999999997,2258,16:30:54
trans2257,22.5,1819,15:18:24
trans2258,28.0,617,15:43:01
trans2259,8.75,1014,12:06:02
trans2260,23.5,11,18:22:46
trans2261,10.27,1126,10:12:06
trans2262,18.27,1557,19:30:42
trans2263,30.27,1385,12:13:32
trans2264,7.0,2042,15:49:58
trans2265,18.0,854,13:09:09
trans2266,16.0,575,09:50:17
trans2267,17.27,1772,14:20:08
trans2268,22.77,1397,11:39:02
trans2269,17.0,2119,12:45:15
trans2270,2.0,395,14:14:29
trans2271,14.27,361,15:55:14
trans2272,6.77,497,10:10:51
trans2273,13.02,2167,15:58:18
trans2274,21.369999999999997,430,13:19:44
trans2275,6.77,2408,12:19:12
trans2276,23.0,885,14:14:18
trans2277,20.27,2167,09:34:47
trans2278,13.0,1186,12:46:40
trans2279,11.25,1221,18:58:00
trans2280,22.27,2379,14:01:53
trans2281,14.6,57,12:36:45
trans2282,7.5,48,13:29:42
trans2283,17.27,989,14:05:19
trans2284,21.04,2391,11:36:58
trans2285,30.49,1602,10:11:15
trans2286,20.85,1591,19:31:53
trans2287,13.37,667,15:25:39
trans2288,23.119999999999997,2114,17:08:13
trans2289,17.27,503,09:55:56
trans2290,17.5,1119,10:57:49
trans2291,21.5,983,11:57:11
trans2292,15.27,143,12:07:46
trans2293,27.869999999999997,278,18:09:29
trans2294,27.5,2498,18:22:55
trans2295,31.27,1813,16:07:14
trans2296,35.89,632,19:05:53
trans2297,25.5,287,12:21:30
trans2298,8.1,303,17:41:57
trans2299,12.1,250,19:12:36
trans2300,18.5,501,09:11:26
trans2301,8.5,1456,12:47:01
trans2302,28.27,2021,10:45:15
trans2303,19.77,2363,17:43:25
trans2304,31.5,1803,09:53:28
trans2305,29.119999999999997,877,15:40:17
trans2306,9.27,899,09:44:37
trans2307,9.77,2490,16:55:40
trans2308,6.0,802,14:34:37
trans2309,18.0,226,11:41:27
trans2310,37.519999999999996,567,19:04:45
trans2311,31.5,668,18:33:41
trans2312,13.6,1639,11:12:26
trans2313,16.6,498,11:50:04
trans2314,16.0,1382,15:38:57
trans2315,20.869999999999997,243,15:45:46
trans2316,13.12,370,19:01:01
trans2317,13.87,1090,16:23:59
trans2318,28.5,2132,11:45:45
trans2319,21.5,1955,16:10:38
trans2320,22.0,2087,09:11:00
trans2321,22.369999999999997,123,14:37:59
trans2322,11.62,1632,10:08:37
trans2323,10.0,1079,12:56:51
trans2324,30.27,1833,16:13:14
trans2325,18.73,728,12:55:43
trans2326,19.37,299,19:21:39
trans2327,20.0,959,17:29:03
trans2328,17.0,200,11:07:17
trans2329,11.0,557,11:16:58
trans2330,9.6,238,15:50:18
trans2331,16.27,1268,16:31:56
trans2332,16.6,167,17:23:47
trans2333,22.0,1335,18:08:53
trans2334,17.5,864,17:29:58
trans2335,12.77,1590,16:11:30
trans2336,14.73,1159,09:57:17
trans2337,22.77,792,17:42:47
trans2338,26.27,395,14:14:03
trans2339,30.5,2301,13:32:04
trans2340,23.5,2390,16:32:07
trans2341,19.0,1797,16:02:40
trans2342,30.5,1066,16:27:04
trans2343,19.6,769,09:49:30
trans2344,23.369999999999997,450,19:51:07
trans2345,24.0,1824,14:42:23
trans2346,8.0,936,18:14:18
trans2347,22.02,203,13:43:50
trans2348,22.27,1936,17:22:31
trans2349,15.0,2196,19:17:20
trans2350,28.52,748,11:28:18
trans2351,21.0,1562,09:29:47
trans2352,31.27,296,17:27:03
trans2353,15.1,2059,16:40:14
trans2354,26.77,1839,12:21:54
trans2355,23.27,2472,09:57:25
trans2356,17.5,1037,14:36:48
trans2357,28.77,819,14:51:00
trans2358,21.04,1642,10:52:03
trans2359,19.5,1419,14:55:19
trans2360,30.77,312,13:23:32
trans2361,28.39,538,13:05:05
trans2362,23.0,2250,17:11:49
trans2363,32.29,132,16:39:06
trans2364,35.769999999999996,702,18:08:36
trans2365,21.27,350,12:09:56
trans2366,22.25,1416,11:45:36
trans2367,15.389999999999999,1158,17:26:40
trans2368,40.269999999999996,187,17:14:14
trans2369,25.73,1536,15:33:16
trans2370,23.5,1246,15:14:12
trans2371,20.1,1263,18:06:12
trans2372,17.369999999999997,1451,15:02:27
trans2373,28.6,629,16:22:09
trans2374,16.77,313,14:40:11
trans2375,12.1,2488,18:06:01
trans2376,20.77,2102,09:27:11
trans2377,16.0,2335,09:26:41
trans2378,27.27,669,16:37:41
trans2379,25.54,1298,18:07:13
trans2380,23.54,1891,14:18:00
trans2381,34.5,1049,12:52:41
trans2382,18.77,609,18:28:11
trans2383,20.5,20,18:17:15
trans2384,17.35,2234,14:58:24
trans2385,29.89,277,09:23:34
trans2386,24.0,1576,11:53:16
trans2387,15.75,1721,12:33:15
trans2388,23.54,1935,16:05:21
trans2389,27.27,1964,18:39:09
trans2390,26.77,445,13:14:14
trans2391,8.1,1729,17:09:21
trans2392,34.12,1864,12:08:32
trans2393,21.77,1396,12:26:59
trans2394,25.77,1316,12:15:15
trans2395,17.5,1798,10:06:42
trans2396,12.0,2055,18:18:33
trans2397,31.73,2370,13:24:47
trans2398,18.869999999999997,900,12:01:55
trans2399,30.77,213,12:30:29
trans2400,27.25,1910,16:30:57
trans2401,18.5,2119,15:59:12
trans2402,18.0,318,16:53:14
trans2403,12.27,1503,13:41:59
trans2404,15.25,353,18:35:46
trans2405,15.27,1895,13:16:20
trans2406,20.5,377,09:46:03
trans2407,21.119999999999997,1370,09:22:55
trans2408,23.0,1665,09:47:40
trans2409,20.6,367,10:55:50
trans2410,12.27,2225,13:39:26
trans2411,15.62,561,17:37:18
trans2412,17.23,2263,15:53:21
trans2413,11.77,341,17:47:55
trans2414,37.27,963,18:14:39
trans2415,13.5,1039,12:22:21
trans2416,18.14,2076,13:24:36
trans2417,32.269999999999996,1926,14:56:49
trans2418,9.6,917,16:27:34
trans2419,19.119999999999997,1354,13:26:32
trans2420,15.27,1418,11:56:02
trans2421,29.85,1107,16:45:03
trans2422,9.02,2262,13:25:33
trans2423,25.89,983,10:24:43
trans2424,15.73,1276,12:38:31
trans2425,25.27,2233,13:27:27
trans2426,9.5,994,11:55:11
trans2427,18.27,42,11:59:19
trans2428,16.89,14,10:01:41
trans2429,17.73,1672,18:35:53
trans2430,20.73,768,19:00:23
trans2431,20.77,1189,16:02:12
trans2432,8.0,263,12:06:29
trans2433,18.75,374,16:54:14
trans2434,23.0,1893,18:25:18
trans2435,17.5,1557,17:52:07
trans2436,23.77,2118,12:02:43
trans2437,14.5,1550,17:07:57
trans2438,14.5,134,10:32:51
trans2439,20.08,348,13:55:47
trans2440,33.739999999999995,919,10:11:25
trans2441,23.0,1848,09:56:50
trans2442,30.27,1109,17:23:47
trans2443,19.27,302,13:16:37
trans2444,8.77,93,14:59:44
trans2445,15.0,2406,16:12:29
trans2446,16.04,1516,12:05:22
trans2447,28.27,642,12:04:44
trans2448,5.75,1243,15:08:01
trans2449,11.5,1524,09:23:34
trans2450,25.39,881,14:03:26
trans2451,17.02,2064,14:21:11
trans2452,16.0,919,17:29:26
trans2453,10.6,654,15:30:22
trans2454,8.0,590,17:45:43
trans2455,7.5,139,18:16:35
trans2456,21.77,1513,19:47:05
trans2457,18.619999999999997,69,09:14:19
trans2458,23.14,173,17:59:04
trans2459,13.5,2274,17:42:59
trans2460,36.5,1843,19:51:05
trans2461,17.0,567,19:54:32
trans2462,12.5,2347,12:37:23
trans2463,14.54,1978,19:08:11
trans2464,7.25,1082,17:11:50
trans2465,23.77,448,13:50:49
trans2466,13.73,547,14:46:54
trans2467,31.77,501,15:01:17
trans2468,26.5,1503,09:59:52
trans2469,21.04,931,16:26:36
trans2470,15.5,2199,11:35:14
trans2471,21.27,1879,18:26:54
